periodo,fecha,hora,autopista,banda_y_o_ramal,pk,condiciones_meteorologicas,superficie_de_la_via,lesionados,fallecidos,tipo_de_siniestro,moto,liviano,bus,camion,B_Fallecidos,B_Lesionados,moto_o_liviano_involucrado,camion_o_bus_involucrado
201501,1/14/2015,10,AU 25 DE MAYO,ASCENDENTE,800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201501,1/14/2015,13,AU PERTIO MORENO,DESCENDENTE,300,BUENO,SECA,2,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201501,1/14/2015,14,AU 25 DE MAYO,DESCENDENTE,1400,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201501,1/15/2015,8,AU 25 DE MAYO,ASCENDENTE,2000,BUENO,SECA,2,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201501,1/15/2015,14,AU 25 DE MAYO,DESCENDENTE,8500,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201501,1/15/2015,14,AU PERTIO MORENO,ASCENDENTE,3700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201501,1/15/2015,18,AU FRONDIZI,DESCENDENTE,1400,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201501,1/15/2015,18,AU FRONDIZI,DESCENDENTE,1500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201501,1/16/2015,14,AU 25 DE MAYO,DESCENDENTE,5500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,4,0,0,0,0,1,0
201501,1/16/2015,21,AU FRONDIZI,DESCENDENTE,1800,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201501,1/18/2015,18,AU 25 DE MAYO,ASCENDENTE,3300,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201501,1/19/2015,11,AU 25 DE MAYO,DESCENDENTE,6200,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201501,1/19/2015,18,AU FRONDIZI,DESCENDENTE,2800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201501,1/20/2015,7,AU 25 DE MAYO,ASCENDENTE,2400,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201501,1/20/2015,8,AU FRONDIZI,ASCENDENTE,1000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201501,1/21/2015,13,AU PERTIO MORENO,DESCENDENTE,1300,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201501,1/22/2015,8,AU 25 DE MAYO,DESCENDENTE,7800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201501,1/22/2015,11,AU 25 DE MAYO,ASCENDENTE,2400,BUENO,SECA,1,0,OBSTACULO NO FIJO,1,1,0,0,0,1,1,0
201501,1/22/2015,16,AV CANTILO,ASCENDENTE,8500,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201501,1/22/2015,21,AU 25 DE MAYO,DESCENDENTE,8400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201501,1/23/2015,13,AU PERTIO MORENO,TRANSICION RAMAL 3,RAMAL ENLACE,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,0,0,1,0
201501,1/23/2015,18,AU 25 DE MAYO,ASCENDENTE,8700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201501,1/24/2015,15,AU PERTIO MORENO,ASCENDENTE,500,BUENO,SECA,2,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201501,1/24/2015,20,AU 25 DE MAYO,ASCENDENTE,3500,BUENO,SECA,1,0,OBSTACULO NO FIJO,1,1,0,0,0,1,1,0
201501,1/25/2015,18,AU DELLEPIANE,ASCENDENTE,2200,BUENO,SECA,3,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201501,1/25/2015,21,AU DELLEPIANE,DESCENDENTE,3500,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,0,1,0,0,0,0,1,0
201501,1/25/2015,22,AU 25 DE MAYO,ASCENDENTE,300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201501,1/26/2015,14,AU PERTIO MORENO,DESCENDENTE,5400,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,0,0,0,1
201501,1/27/2015,0,AU PERTIO MORENO,DESCENDENTE,5400,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201501,1/27/2015,8,AU PERTIO MORENO,ASCENDENTE,3500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,0,1,1,0
201501,1/27/2015,12,AU PERTIO MORENO,ASCENDENTE,5700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,0,1,1,0
201501,1/27/2015,20,AU 25 DE MAYO,DESCENDENTE,4700,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201501,1/28/2015,3,AU 25 DE MAYO,DESCENDENTE,1100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201501,1/28/2015,17,AU PERTIO MORENO,ASCENDENTE,5400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,0,1,1
201501,1/28/2015,20,AU PERTIO MORENO,ASCENDENTE,5400,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,0,1,1,0
201501,1/30/2015,5,AV LUGONES,DESCENDENTE,6700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,1,0,0,0,1,1
201501,1/30/2015,6,AU DELLEPIANE,ASCENDENTE,700,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,1,1,1
201501,1/30/2015,8,AU PERTIO MORENO,ASCENDENTE,2300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201501,1/30/2015,13,AU FRONDIZI,DESCENDENTE,2800,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201501,1/30/2015,16,AU 25 DE MAYO,DESCENDENTE,7500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,1,0,0,0,1,1
201501,1/30/2015,17,AU 25 DE MAYO,DESCENDENTE,700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,5,0,0,0,0,1,0
201501,1/30/2015,20,AU PERTIO MORENO,TRANSICION RAMAL 3,RAMAL ENLACE,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201501,1/30/2015,22,AU PERTIO MORENO,DESCENDENTE,4700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201501,1/31/2015,5,AU 25 DE MAYO,DESCENDENTE,8500,BUENO,SECA,2,0,OBSTACULO NO FIJO,0,1,0,0,0,1,1,0
201501,1/31/2015,6,AU 25 DE MAYO,DESCENDENTE,2900,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201501,1/31/2015,21,AU DELLEPIANE,ASCENDENTE,3900,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,1,1,0
201501,1/31/2015,23,AV LUGONES,DESCENDENTE,10300,BUENO,OTRO,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,1/2/2015,11,AU PERTIO MORENO,DESCENDENTE,1100,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,1/2/2015,12,AU FRONDIZI,DESCENDENTE,100,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,2/2/2015,1,AU PERTIO MORENO,TRANSICION RAMAL 2,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,2/2/2015,8,AU DELLEPIANE,ASCENDENTE,2400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,2/2/2015,15,AU 25 DE MAYO,DESCENDENTE,5000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201502,2/2/2015,22,AV LUGONES,DESCENDENTE,5500,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,3/2/2015,20,AU 25 DE MAYO,DESCENDENTE,300,BUENO,SECA,0,1,COLISION CON DOS O MAS VEHICULOS,1,2,0,0,1,0,1,0
201502,4/2/2015,8,AU DELLEPIANE,ASCENDENTE,3500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,5/2/2015,2,AU FRONDIZI,ASCENDENTE,2200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,5/2/2015,8,AU 25 DE MAYO,ASCENDENTE,0,LLUVIOSO,MOJADA/HUMEDA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,5/2/2015,19,AU FRONDIZI,DESCENDENTE,200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,6/2/2015,8,AU DELLEPIANE,ASCENDENTE,1800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,6/2/2015,10,AU DELLEPIANE,ASCENDENTE,3000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,6/2/2015,17,AU PERTIO MORENO,DESCENDENTE,1200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201502,7/2/2015,0,AU 25 DE MAYO,ASCENDENTE,3800,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,0,0,1,0
201502,7/2/2015,8,AU DELLEPIANE,ASCENDENTE,600,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,7/2/2015,11,AU PERTIO MORENO,TRANSICION RAMAL 3,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,7/2/2015,20,AU PERTIO MORENO,DESCENDENTE,5400,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201502,8/2/2015,22,AU DELLEPIANE,ASCENDENTE,3800,BUENO,SECA,3,0,COLISION CON DOS O MAS VEHICULOS,0,4,0,0,0,1,1,0
201502,9/2/2015,4,AU FRONDIZI,ASCENDENTE,200,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,3,1,0,0,1,1,1
201502,9/2/2015,5,AU FRONDIZI,ASCENDENTE,100,BUENO,SECA,2,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,9/2/2015,9,AU 25 DE MAYO,ASCENDENTE,3500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201502,9/2/2015,12,AU 25 DE MAYO,ASCENDENTE,2800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,9/2/2015,13,AV LUGONES,DESCENDENTE,10300,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,10/2/2015,8,AU DELLEPIANE,ASCENDENTE,4000,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,10/2/2015,13,AU PERTIO MORENO,DESCENDENTE,700,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201502,10/2/2015,17,AV CANTILO,ASCENDENTE,10400,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,10/2/2015,18,AV CANTILO,ASCENDENTE,9500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,11/2/2015,9,AU DELLEPIANE,ASCENDENTE,4300,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,11/2/2015,10,AU PERTIO MORENO,TRANSICION RAMAL 2,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,11/2/2015,11,AU 25 DE MAYO,ASCENDENTE,1300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,1,0,0,1,1,1
201502,11/2/2015,12,AU DELLEPIANE,ASCENDENTE,4000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,11/2/2015,15,AV LUGONES,DESCENDENTE,9200,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201502,11/2/2015,23,AU PERTIO MORENO,ASCENDENTE,5400,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201502,2/13/2015,10,AU 25 DE MAYO,ASCENDENTE,2900,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,2/13/2015,10,AU PERTIO MORENO,ASCENDENTE,5300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,2/13/2015,15,AU 25 DE MAYO,DESCENDENTE,6200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201502,2/13/2015,20,AU 25 DE MAYO,DESCENDENTE,5700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,2/14/2015,6,AU 25 DE MAYO,ASCENDENTE,7800,BUENO,SECA,2,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,2/14/2015,9,AU 25 DE MAYO,ASCENDENTE,5550,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201502,2/14/2015,13,AU 25 DE MAYO,ASCENDENTE,100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,2,1,0,0,0,0,1,0
201502,2/14/2015,16,AV LUGONES,DESCENDENTE,10400,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201502,2/15/2015,6,AU 25 DE MAYO,ASCENDENTE,3400,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,2/15/2015,6,AU DELLEPIANE,DESCENDENTE,4200,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,2/15/2015,21,AU FRONDIZI,DESCENDENTE,2000,BUENO,SECA,3,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,5,0,0,0,1,1,0
201502,2/16/2015,3,AU 25 DE MAYO,DESCENDENTE,5700,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,2/17/2015,21,AU PERTIO MORENO,TRANSICION RAMAL 2,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,2/18/2015,1,AU PERTIO MORENO,TRANSICION RAMAL 3,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,2/18/2015,13,AU FRONDIZI,DESCENDENTE,800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,2/18/2015,23,AU PERTIO MORENO,TRANSICION RAMAL 2,RAMAL ENLACE,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,2/19/2015,17,AV LUGONES,DESCENDENTE,8500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,1,1,0
201502,2/19/2015,17,AV LUGONES,DESCENDENTE,8500,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,0,0,1,0
201502,2/20/2015,11,AU PERTIO MORENO,DESCENDENTE,3800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,2,0,0,1,1
201502,2/21/2015,1,AU 25 DE MAYO,ASCENDENTE,3900,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201502,2/21/2015,2,AV LUGONES,DESCENDENTE,4800,LLUVIOSO,MOJADA/HUMEDA,0,0,OBSTACULO NO FIJO,0,0,0,1,0,0,0,1
201502,2/22/2015,1,AU 25 DE MAYO,DESCENDENTE,4700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,2/22/2015,13,AV LUGONES,DESCENDENTE,10300,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201502,2/23/2015,10,AU 25 DE MAYO,ASCENDENTE,1100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201502,2/23/2015,17,AU FRONDIZI,ASCENDENTE,3400,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201502,2/24/2015,10,AU DELLEPIANE,ASCENDENTE,100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,2,0,0,1,1
201502,2/24/2015,10,AU PERTIO MORENO,DESCENDENTE,5300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201502,2/24/2015,10,AV CANTILO,ASCENDENTE,10400,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201502,2/24/2015,14,AU 25 DE MAYO,ASCENDENTE,5300,BUENO,SECA,3,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201502,2/24/2015,16,AU FRONDIZI,DESCENDENTE,3200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,2/24/2015,17,AU PERTIO MORENO,DESCENDENTE,900,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201502,2/24/2015,20,AU 25 DE MAYO,DESCENDENTE,6900,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201502,2/25/2015,2,AV LUGONES,DESCENDENTE,8550,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,0,0,1,0
201502,2/25/2015,9,AU PERTIO MORENO,ASCENDENTE,5100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,0,0,1,0,0,0,1
201502,2/25/2015,12,AV LUGONES,DESCENDENTE,7000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201502,2/26/2015,11,AV LUGONES,DESCENDENTE,10100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201502,2/26/2015,16,AU 25 DE MAYO,DESCENDENTE,4300,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,1,0,0,1,1
201502,2/27/2015,12,AU 25 DE MAYO,DESCENDENTE,2000,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,1,1,1
201502,2/27/2015,16,AU 25 DE MAYO,ASCENDENTE,1500,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,2,0,0,0,1,1,0
201503,1/3/2015,4,AU DELLEPIANE,ASCENDENTE,RAMPA EGRESO,BUENO,SECA,2,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201503,1/3/2015,7,AU 25 DE MAYO,DESCENDENTE,3100,BUENO,SECA,2,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201503,1/3/2015,7,AU DELLEPIANE,DESCENDENTE,1300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201503,1/3/2015,9,AU FRONDIZI,ASCENDENTE,3300,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201503,1/3/2015,14,AU 25 DE MAYO,ASCENDENTE,4800,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201503,1/3/2015,16,AU 25 DE MAYO,ASCENDENTE,2700,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201503,2/3/2015,11,AU DELLEPIANE,ASCENDENTE,3500,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201503,2/3/2015,12,AU FRONDIZI,ASCENDENTE,2800,BUENO,SECA,1,0,OBSTACULO NO FIJO,1,0,0,0,0,1,1,0
201503,2/3/2015,15,AU 25 DE MAYO,ASCENDENTE,3200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201503,2/3/2015,18,AU DELLEPIANE,DESCENDENTE,2100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,1,1,0
201503,2/3/2015,19,AU PERTIO MORENO,DESCENDENTE,200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,0,1,1
201503,3/3/2015,12,AU 25 DE MAYO,DESCENDENTE,5200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201503,3/3/2015,15,AU 25 DE MAYO,DESCENDENTE,6200,BUENO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201503,4/3/2015,6,AU 25 DE MAYO,ASCENDENTE,2900,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,2,0,0,0,0,1,1,0
201503,4/3/2015,7,AU PERTIO MORENO,ASCENDENTE,200,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201503,4/3/2015,8,AU 25 DE MAYO,ASCENDENTE,3500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201503,5/3/2015,14,AU PERTIO MORENO,ASCENDENTE,5200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,1,0,0,1,1
201503,6/3/2015,3,AU DELLEPIANE,ASCENDENTE,3800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201503,6/3/2015,11,AU 25 DE MAYO,DESCENDENTE,7300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201503,6/3/2015,11,AU DELLEPIANE,DESCENDENTE,1800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201503,6/3/2015,19,AU 25 DE MAYO,DESCENDENTE,4900,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201503,6/3/2015,20,AU 25 DE MAYO,ASCENDENTE,2600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201503,7/3/2015,6,AU DELLEPIANE,DESCENDENTE,2800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201503,7/3/2015,14,AU DELLEPIANE,DESCENDENTE,2800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201503,7/3/2015,19,AU FRONDIZI,DESCENDENTE,1600,BUENO,SECA,2,0,COLISION CON OBSTACULO FIJO,0,2,0,0,0,1,1,0
201503,8/3/2015,2,AU PERTIO MORENO,DESCENDENTE,700,BUENO,SECA,2,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201503,8/3/2015,23,AV CANTILO,ASCENDENTE,7600,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201503,9/3/2015,6,AU 25 DE MAYO,ASCENDENTE,1200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201503,9/3/2015,6,AU 25 DE MAYO,ASCENDENTE,3000,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,1,0,1,2,0,1,1,1
201503,9/3/2015,12,AU 25 DE MAYO,ASCENDENTE,2500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201503,9/3/2015,12,AV LUGONES,DESCENDENTE,4500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,2,0,0,1,1
201503,9/3/2015,18,AV LUGONES,DESCENDENTE,7200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201503,10/3/2015,7,AU PERTIO MORENO,TRANSICION RAMAL 3,RAMAL ENLACE,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201503,10/3/2015,13,AU 25 DE MAYO,DESCENDENTE,7500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,2,0,0,1,1
201503,10/3/2015,13,AU DELLEPIANE,ASCENDENTE,600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,0,0,2,0,1,0,1
201503,10/3/2015,20,AU PERTIO MORENO,ASCENDENTE,3800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201503,10/3/2015,23,AU 25 DE MAYO,DESCENDENTE,4700,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,0,0,0,1
201503,11/3/2015,16,AU 25 DE MAYO,DESCENDENTE,4600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201503,12/3/2015,3,AV CANTILO,PUENTE SCALABRINI ORTIZ,PUENTE S. ORTIZ,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
