periodo,fecha,hora,autopista,banda_y_o_ramal,pk,condiciones_meteorologicas,superficie_de_la_via,lesionados,fallecidos,tipo_de_siniestro,moto,liviano,bus,camion,B_Fallecidos,B_Lesionados,moto_o_liviano_involucrado,camion_o_bus_involucrado
201604,4/19/2016,19,AU FRONDIZI,ASCENDENTE,200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201604,4/20/2016,9,AU DELLEPIANE,DESCENDENTE,4700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,0,0,2,0,0,0,1
201604,4/20/2016,18,AU PERTIO MORENO,DESCENDENTE,5600,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201604,4/20/2016,19,AU 25 DE MAYO,DISTRIBUIDOR DELLEPIANE,RAMAL 5,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,0,0,0,1
201604,4/20/2016,19,AV LUGONES,DESCENDENTE,10000,BUENO,SECA,0,1,COLISION CON DOS O MAS VEHICULOS,1,2,0,0,1,0,1,0
201604,4/21/2016,15,AU FRONDIZI,ASCENDENTE,3500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201604,4/21/2016,17,AU 25 DE MAYO,DESCENDENTE,6900,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,1,0,1,1,1
201604,4/22/2016,13,AU DELLEPIANE,DESCENDENTE,1900,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201604,4/22/2016,17,AV LUGONES,DESCENDENTE,4500,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,1,0,1,1,1
201604,4/23/2016,4,AU PERTIO MORENO,DESCENDENTE,300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201604,4/23/2016,17,AU PERTIO MORENO,DESCENDENTE,2300,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201604,4/23/2016,23,AU 25 DE MAYO,ASCENDENTE,6800,BUENO,SECA,4,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201604,4/24/2016,6,AU 25 DE MAYO,DESCENDENTE,3400,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201604,4/24/2016,7,AU 25 DE MAYO,ASCENDENTE,2500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201604,4/24/2016,15,AU DELLEPIANE,DESCENDENTE,1800,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,0,1,0,0,0,1,1,0
201604,4/24/2016,20,AU FRONDIZI,DESCENDENTE,800,LLUVIOSO,MOJADA/HUMEDA,0,0,OBSTACULO NO FIJO,0,1,1,0,0,0,1,1
201604,4/25/2016,10,AU DELLEPIANE,DESCENDENTE,4700,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,0,1,1,0,0,0,1
201604,4/26/2016,0,AU 25 DE MAYO,ASCENDENTE,400,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201604,4/26/2016,9,AV LUGONES,DESCENDENTE,9600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201604,4/27/2016,16,AU 25 DE MAYO,DESCENDENTE,RAMPA ACCESO,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,2,0,0,1,1
201604,4/27/2016,17,AU DELLEPIANE,DESCENDENTE,2800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201604,4/27/2016,21,AU PERTIO MORENO,DESCENDENTE,5500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201604,4/28/2016,8,AU DELLEPIANE,ASCENDENTE,3300,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201604,4/28/2016,13,AU 25 DE MAYO,DESCENDENTE,7900,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,1,1,0
201604,4/28/2016,13,AV CANTILO,ASCENDENTE,10400,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201604,4/28/2016,18,AU PERTIO MORENO,DESCENDENTE,2300,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201604,4/29/2016,18,AU PERTIO MORENO,TRANSICION RAMAL 3,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201604,4/30/2016,4,AU 25 DE MAYO,DESCENDENTE,2800,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201604,4/30/2016,4,AU 25 DE MAYO,DESCENDENTE,4200,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201604,4/30/2016,11,AU 25 DE MAYO,ASCENDENTE,2500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,0,1,1
201604,4/30/2016,13,AU FRONDIZI,DESCENDENTE,3000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,1/5/2016,2,AU FRONDIZI,ASCENDENTE,1400,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,1/5/2016,11,AV CANTILO,ASCENDENTE,9600,BUENO,SECA,4,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,1,1,0
201605,1/5/2016,19,AU 25 DE MAYO,ASCENDENTE,2800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201605,1/5/2016,22,AU FRONDIZI,DESCENDENTE,50,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201605,2/5/2016,9,AU FRONDIZI,ASCENDENTE,3000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201605,2/5/2016,19,AU DELLEPIANE,DESCENDENTE,3800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201605,3/5/2016,7,AU PERTIO MORENO,ASCENDENTE,1500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,3/5/2016,16,AU DELLEPIANE,DESCENDENTE,1100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,1,1,1
201605,4/5/2016,6,AU ILLIA,DESCENDENTE,3000,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,4/5/2016,9,AU FRONDIZI,DESCENDENTE,1000,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,4/5/2016,15,AV CANTILO,ASCENDENTE,10000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201605,4/5/2016,17,AU 25 DE MAYO,DESCENDENTE,500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,4/5/2016,18,AV LUGONES,DESCENDENTE,9100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,1,0,0,0,1,1
201605,6/5/2016,1,AU 25 DE MAYO,DISTRIBUIDOR 9 DE JULIO,RAMAL 2,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,6/5/2016,4,AV LUGONES,DESCENDENTE,10200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,6/5/2016,8,AU 25 DE MAYO,DESCENDENTE,3200,BUENO,SECA,1,0,OBSTACULO NO FIJO,1,2,0,0,0,1,1,0
201605,6/5/2016,8,AU 25 DE MAYO,DESCENDENTE,6800,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,7/5/2016,1,AU PERTIO MORENO,ASCENDENTE,200,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,7/5/2016,6,AU 25 DE MAYO,DESCENDENTE,0,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,7/5/2016,7,AU DELLEPIANE,ASCENDENTE,1700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,7/5/2016,9,AU 25 DE MAYO,ASCENDENTE,1200,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,8/5/2016,6,AU DELLEPIANE,ASCENDENTE,3800,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,8/5/2016,7,AV CANTILO,ASCENDENTE,8500,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,0,0,1,0
201605,8/5/2016,7,AV CANTILO,ASCENDENTE,10400,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,8/5/2016,13,AU 25 DE MAYO,ASCENDENTE,3800,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,1,0,0,0,0,1,1,0
201605,8/5/2016,18,AU DELLEPIANE,ASCENDENTE,4500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,8/5/2016,21,AU 25 DE MAYO,DESCENDENTE,5300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,8/5/2016,22,AU DELLEPIANE,ASCENDENTE,2800,BUENO,SECA,3,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,8/5/2016,23,AU FRONDIZI,ASCENDENTE,0,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,9/5/2016,21,AU PERTIO MORENO,ASCENDENTE,5500,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,0,0,0,1
201605,10/5/2016,14,AU 25 DE MAYO,ASCENDENTE,1100,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,10/5/2016,15,AU FRONDIZI,ASCENDENTE,3500,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,1,1,0
201605,11/5/2016,17,AV CANTILO,ASCENDENTE,7600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,12/5/2016,9,AU DELLEPIANE,ASCENDENTE,1700,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201605,12/5/2016,17,AU DELLEPIANE,ASCENDENTE,3900,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201605,12/5/2016,19,AU 25 DE MAYO,DESCENDENTE,5600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,0,1,1
201605,12/5/2016,19,AU PERTIO MORENO,DESCENDENTE,3000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,5/13/2016,8,AU PERTIO MORENO,ASCENDENTE,5300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,5/13/2016,15,AU DELLEPIANE,DESCENDENTE,1900,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,5/14/2016,0,AU 25 DE MAYO,DESCENDENTE,8100,BUENO,SECA,1,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,1,1,0
201605,5/15/2016,6,AU DELLEPIANE,DESCENDENTE,800,LLUVIOSO,MOJADA/HUMEDA,3,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,5/15/2016,6,AU ILLIA,ASCENDENTE,2400,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/15/2016,8,AU DELLEPIANE,DESCENDENTE,1100,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/15/2016,9,AU DELLEPIANE,ASCENDENTE,1700,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/15/2016,10,AV LUGONES,DESCENDENTE,10300,LLUVIOSO,MOJADA/HUMEDA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,0,1,0,0,0,0,1,0
201605,5/15/2016,14,AU ILLIA,ASCENDENTE,1200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/15/2016,14,AU PERTIO MORENO,DESCENDENTE,5600,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/15/2016,14,AV LUGONES,DESCENDENTE,10200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201605,5/15/2016,17,AU 25 DE MAYO,DESCENDENTE,2100,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/15/2016,18,AU PERTIO MORENO,DESCENDENTE,1000,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/16/2016,9,AU PERTIO MORENO,TRANSICION RAMAL 2,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/16/2016,10,AU DELLEPIANE,ASCENDENTE,600,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,5/16/2016,13,AU DELLEPIANE,ASCENDENTE,3900,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201605,5/17/2016,9,AU DELLEPIANE,DESCENDENTE,1400,BUENO,SECA,6,0,COLISION CON DOS O MAS VEHICULOS,0,4,0,0,0,1,1,0
201605,5/17/2016,14,AU FRONDIZI,ASCENDENTE,3500,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201605,5/17/2016,15,AU PERTIO MORENO,DESCENDENTE,100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,0,1,1
201605,5/18/2016,17,AU DELLEPIANE,DESCENDENTE,3000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,1,0,0,1,1
201605,5/19/2016,6,AV LUGONES,DESCENDENTE,9500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,5/19/2016,12,AU 25 DE MAYO,DESCENDENTE,RAMPA ACCESO,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,5/19/2016,19,AU PERTIO MORENO,DESCENDENTE,5500,BUENO,SECA,0,0,SINIESTRO DE UN SOLO VEHICULO / SIN COLISION,1,0,0,0,0,0,1,0
201605,5/20/2016,16,AV CANTILO,ASCENDENTE,9300,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,5/20/2016,17,AU 25 DE MAYO,DESCENDENTE,1800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,5/20/2016,17,AU ILLIA,ASCENDENTE,5500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,0,1,1,0
201605,5/21/2016,0,AU 25 DE MAYO,DESCENDENTE,1800,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,5/21/2016,20,AU PERTIO MORENO,DESCENDENTE,5400,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,1,1,1
201605,5/22/2016,10,AU PERTIO MORENO,ASCENDENTE,5000,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201605,5/23/2016,8,AU 25 DE MAYO,ASCENDENTE,1200,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,0,0,1,1,0
201605,5/23/2016,8,AU 25 DE MAYO,ASCENDENTE,7400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,1,0,0,0,1,1
201605,5/23/2016,9,AU PERTIO MORENO,ASCENDENTE,5700,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,1,0,1,1,1
201605,5/23/2016,14,AU PERTIO MORENO,DESCENDENTE,5400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,1,0,0,1,1
201605,5/24/2016,15,AV LUGONES,DESCENDENTE,4200,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201605,5/24/2016,18,AU 25 DE MAYO,DESCENDENTE,4500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,4,0,0,0,0,1,0
201605,5/24/2016,19,AU FRONDIZI,DESCENDENTE,0,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201605,5/24/2016,21,AV CANTILO,ASCENDENTE,8200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,0,1,1
201605,5/26/2016,4,AU DELLEPIANE,ASCENDENTE,2400,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/26/2016,9,AU 25 DE MAYO,ASCENDENTE,4600,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,0,0,1,0,1,1,1
201605,5/26/2016,9,AU ILLIA,DESCENDENTE,2400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201605,5/26/2016,13,AU DELLEPIANE,ASCENDENTE,3800,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,1,1,1
201605,5/27/2016,1,AU 25 DE MAYO,DESCENDENTE,5500,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,5/27/2016,12,AV CANTILO,PUENTE SCALABRINI ORTIZ,PUENTE S. ORTIZ,LLUVIOSO,MOJADA/HUMEDA,3,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,1,1,0
201605,5/28/2016,5,AU DELLEPIANE,ASCENDENTE,500,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/28/2016,5,AU DELLEPIANE,DESCENDENTE,1100,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/28/2016,16,AU DELLEPIANE,DESCENDENTE,3500,BUENO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,0,0,2,0,0,0,1
201605,5/28/2016,20,AU PERTIO MORENO,TRANSICION RAMAL 3,RAMAL ENLACE,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,5/28/2016,21,AV CANTILO,ASCENDENTE,10200,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201605,5/29/2016,3,AV LUGONES,DESCENDENTE,10300,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/29/2016,13,AU PERTIO MORENO,DESCENDENTE,2700,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/29/2016,18,AV LUGONES,DESCENDENTE,RAMPA EGRESO,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,0,1,0
201605,5/29/2016,19,AU FRONDIZI,DESCENDENTE,2400,LLUVIOSO,MOJADA/HUMEDA,5,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201605,5/30/2016,4,AU PERTIO MORENO,ASCENDENTE,2000,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201605,5/30/2016,9,AU PERTIO MORENO,DESCENDENTE,500,BUENO,MOJADA/HUMEDA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201606,1/6/2016,10,AV LUGONES,DESCENDENTE,10300,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,0,0,1,0
201606,1/6/2016,18,AU CAMPORA,DESCENDENTE,2400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,1,0,0,1,1
201606,2/6/2016,17,AU 25 DE MAYO,DESCENDENTE,6000,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,2/6/2016,18,AU 25 DE MAYO,DESCENDENTE,6000,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201606,2/6/2016,19,AU 25 DE MAYO,DESCENDENTE,0,LLUVIOSO,MOJADA/HUMEDA,1,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,1,1,0
201606,3/6/2016,8,AU PERTIO MORENO,TRANSICION RAMAL 2,RAMAL ENLACE,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,0,0,1,0,0,0,1
201606,3/6/2016,8,AV LUGONES,DESCENDENTE,4200,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,1,0,0,0,0,1,1,0
201606,3/6/2016,17,AU PERTIO MORENO,DESCENDENTE,1600,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,2,0,0,0,0,1,0
201606,4/6/2016,8,AU 25 DE MAYO,ASCENDENTE,9000,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,1,0,0,1,1
201606,4/6/2016,8,AU DELLEPIANE,DESCENDENTE,2000,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,4/6/2016,14,AU PERTIO MORENO,DESCENDENTE,1000,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,4/6/2016,19,AU FRONDIZI,ASCENDENTE,3500,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,4/6/2016,19,AU ILLIA,ASCENDENTE,2400,LLUVIOSO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,6/6/2016,10,AU DELLEPIANE,ASCENDENTE,400,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,1,0,0,0,1,1
201606,7/6/2016,10,AU PERTIO MORENO,ASCENDENTE,6000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,7/6/2016,12,AU ILLIA,ASCENDENTE,0,BUENO,SECA,0,0,OBSTACULO NO FIJO,0,1,0,0,0,0,1,0
201606,7/6/2016,14,AU PERTIO MORENO,ASCENDENTE,200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,8/6/2016,8,AU DELLEPIANE,ASCENDENTE,2500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201606,9/6/2016,16,AU PERTIO MORENO,DESCENDENTE,5600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,9/6/2016,17,AU 25 DE MAYO,DESCENDENTE,7400,BUENO,MOJADA/HUMEDA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,10/6/2016,13,AU FRONDIZI,ASCENDENTE,3200,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,10/6/2016,14,AU 25 DE MAYO,ASCENDENTE,RAMPA EGRESO,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,10/6/2016,18,AU 25 DE MAYO,ASCENDENTE,3600,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,11/6/2016,7,AU DELLEPIANE,DESCENDENTE,1800,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,0,1,0
201606,12/6/2016,11,AU DELLEPIANE,ASCENDENTE,1200,BUENO,SECA,0,0,COLISION CON OBSTACULO FIJO,0,1,0,0,0,0,1,0
201606,12/6/2016,23,AU DELLEPIANE,ASCENDENTE,2600,BUENO,SECA,1,0,OBSTACULO NO FIJO,0,1,0,0,0,1,1,0
201606,6/13/2016,10,AU 25 DE MAYO,ASCENDENTE,100,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,6/14/2016,13,AU ILLIA,ASCENDENTE,3900,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201606,6/14/2016,14,AU PERTIO MORENO,ASCENDENTE,5000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,0,1,0
201606,6/15/2016,8,AU FRONDIZI,ASCENDENTE,3000,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201606,6/15/2016,9,AU DELLEPIANE,ASCENDENTE,3500,BUENO,SECA,4,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
201606,6/15/2016,10,AU DELLEPIANE,ASCENDENTE,2500,BUENO,SECA,1,0,COLISION CON DOS O MAS VEHICULOS,0,3,0,0,0,1,1,0
201606,6/15/2016,11,AU DELLEPIANE,ASCENDENTE,3000,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,6/15/2016,15,AU FRONDIZI,ASCENDENTE,2100,BUENO,SECA,1,0,COLISION CON OBSTACULO FIJO,0,2,0,0,0,1,1,0
201606,6/15/2016,15,AU ILLIA,ASCENDENTE,2400,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,1,1,0,0,0,1,1,0
201606,6/15/2016,15,AV CANTILO,ASCENDENTE,9500,BUENO,SECA,0,0,COLISION CON DOS O MAS VEHICULOS,0,1,0,0,0,0,1,0
201606,6/15/2016,18,AU PERTIO MORENO,DESCENDENTE,2500,BUENO,SECA,2,0,COLISION CON DOS O MAS VEHICULOS,0,2,0,0,0,1,1,0
